candidate,modifier,target,category
B005ZO8KX0,has thicker straps and stretchy material and is black and fitted,B008ZAYLKM,dress
B002U0LMVE,Longer and strapless and is much longer,B000ENMR3Q,dress
B008G5VVDQ, with a light yellow top and more plain and looks like overalls,B00AG912DE,dress
B002HSX758,The pink dress is too short and is long with long sleeves,B00822SQCC,dress
B00B2FSFPE,is very red and more fitted,B0083CII6K,dress
B0032XUKTI,is white and gray and longer and Is longer and lighter in color,B00BD42AS2,dress
B005KP5M26,has shorter sleeves and is belted and is darker and has shorter sleeves,B00A17VUUG,dress
B00BUKKAY0,is looser with a pattern and is less sexy,B00GDLPCB2,dress
B004FO76YK,is solid black and is black,B002HEQGO6,dress
B009NI9SB2,has a different pattern and is less green and has patterns,B008F4PN9Q,dress
B008S4CEU4,is less shiner and is brighter in color,B00BV4A0QI,dress
B00CWAEZT8,is shorter and more sexy and has longer sleeves,B009PJDOTQ,dress
B008ZAYOQI,I want a dress that is darker. and has more black,B006J42UHW,dress
B006FRREVU,Is solid in color and has a sleeve. and  above the knee and belted,B006FRRC12,dress
B0090JSKRW,is more blue and more purple and is solid colored and V-necked,B00CIQDS08,dress
B008PHPYK6,Is a cold shoulder striped short dress and is darker,B007UM4ZCK,dress
B00DU7WE5E, more revealing and Long and yellow,B00DU7WDMS,dress
B00DNLCKRE,is less revealing and is without the waist belt and shawl,B005IQ1ADM,dress
B008F1HO3W,is red in color and has longer sleeves and has more polygons,B008RK6XLA,dress
B00AES91JE,is black long sleeve and large neck and is solid black,B00ED4K68U,dress
B00G0G376M,is a short sleeved and is purple and strapless and not as long,B00G4Q005O,dress
B008DSPOHA,Is more charcoal and less loud and is black and less casual,B008DSPKII,dress
B008O4YWWQ,is a skater dress and is shorter,B008PHQ1YY,dress
B00ANOMW2W,has an empire waist and a longer skirt and Is more whimsical and longer,B007E9X8MM,dress
B0094S31L4,is solid black with a gold belt and is a different fabric,B0094S2YDU,dress
B004GCJ61C,is solid blue with long sleeves. and is black with silver bottom,B004NRNTPY,dress
B00A9JVC86,is black with red flowers and is black with red floral pattern,B00C4JV716,dress
B00AJJAQ3S,is navy blue and is darker blue and has longer sleeves,B0091J14CE,dress
B00B3Y6S9Y,Is more colorful and more floral and is a darker floral print.,B006FRREVU,dress
B00E4RKU6E,black and shorter and black and shorter,B007WA30IK,dress
B00BANN8YG,Is black with 3 white lines and is strapless and darker in color,B008NG1LH4,dress
B007OVUPSA, is patterned and Is a floral design without a waist band.,B002SLH5W0,dress
B0076R81WE, sleeveless and is blue with sleeves,B007G102ZO,dress
B00DD5Z4OQ,is shorter and is shorter and more revealing,B0089XS16K,dress
B009DI5V2C,is dark purple colored and longer sleeves and  gray,B00DGNQDIQ,dress
B00D6COQJ0,is less striped without a prominent belt and is solid and has one sleeve,B003HP6DLK,dress
B00896JQUC,has shorter sleeves and is a shiny white dress,B004LULH7U,dress
B00DME430E,has no sleeves and is darker in color with shorter sleeves,B00CO36PKK,dress
B006W6AGZK,has  a knot tied around the cleavage and It is more blue and less flowery,B006VN91I2,dress
B008596L92,I am wanting the dress to be a little shorter and has black lining.,B008BHIYUC,dress
B00CFRFVPA,has shorter sleeves and is more royal blue and is more of a night-out with short sleeves,B005QSQZDC,dress
B0035WTC5E,is white and strapless and Is white and more revealing.,B00525WDN0,dress
B006WQZGAK,is blue muti print and has more graphics,B007Q3PMTI,dress
B007CJM0NW,is longer and more fitting and is pink,B008BWOCXK,dress
B004EBUSSK,has longer sleeves and whimsical floral and has white daisies all over,B00CFUDZZA,dress
B006W1TYE4,is sleeveless pleated dress with vibrant multicolored print and is knee length and brighter colored print,B006W55MFU,dress
B003U6XV2A,is darker and is darker and more solid,B00COJ5X5M,dress
B00FS7K0HI,is shorter with short sleeves and a zipper in middle and is red with longer sleeves,B002YS6KXC,dress
B0095FP38K,is longer and has a hi lo skirt and solid color,B00BUFT3RA,dress
B0086EIXYC,is white with longer sleeves and is shorter with short sleeves,B00BD4MBKE,dress
B007GSEYGA,Is a short ruffled black dress and is shiny and think straps,B00833DTIQ,dress
B00DU5DJ96, beaded collar strap. and is black with lace on the bottom,B00C57ENG8,dress
B00AVGH2PY,is blue in color and It is less pink,B004X75YH0,dress
B005LJBWVG,has a solid patter and less prominent buttons and is in reds instead of black and grey with long sleeves.,B002L16TY2,dress
B00D4182RU,is cheetah print and has a leopard design,B00CA0K9Y0,dress
B003U6IBZC,has a single left strap and is dark blue and  sleeveless,B007225K54,dress
B006LFTALI,is black and white tiger striped and is black and white with no sleeves,B007ZEOPX2,dress
B007GB9480,is black with white stripes and is blue and white stripes,B000OUHTBO,dress
B00BRUTG66,is zebra print and has sleeves and is lighter and has longer sleeves,B0053O76AA,dress
B009ERVM1G,has straps and asymetrical hem and is red with a brown belt,B00C3WP1ES,dress
B0071RV19Y,is sleeveless and belted and is sexy and casual,B00D38HSS8,dress
B003ULNDK0,is darker and has shorter sleeves and is black and sleeveless,B005X6OV0G,dress
B00C5Y2MB4,is solid black and shorter and is more solid colored,B00F8Z5KGG,dress
B009ERVM1G,is yellow black and gray with short sleeves and has more color,B003TJ8YBQ,dress
B00EDTN7FE,is longer and is white and longer,B002ZPH5NI,dress
B007SMO3U6,has one shoulder strap with slit and looser and is blue with a satin effect,B005O7ET2Y,dress
B00DU7WE5E, more revealing and Long and yellow,B00DU7WDUK,dress
B008BWOC76,is white colored and strapless and is sleeveless and floral printed,B008IGJD4W,dress
B00BQMZIE4,Is longer with a paisley pattern. and is much longer and darker in color,B00CY7OLMK,dress
B00CLF5NAY,is black and has one sleeve and is black with one sleeve,B0093JYLZY,dress
B004GCJ61C,A shorter geometric pattern dress. and is shorter with no waistline,B003KGAAVK,dress
B00DJGCPD2,Is a short red tee shirt dress. and is short sleeves and red,B00AYLAHV2,dress
B006NUEP70,is darker in color and has sleeves and Is more vintage and colorful,B004T6S94K,dress
B00FANWVLI,black and black with sheer sleeves,B00EKQHVTI,dress
B008KFJTPY,is blue with white polka dots and is longer and less pink,B00GZKN3V2,dress
B00DCTM83I,is a metallic gold color and  has square pattern and less revealing,B009NEAHX4,dress
B007Y3CO3C,is black with longer sleeves and has no sleeves and has art patterns,B00DM2FZMQ,dress
B009OCO42K, sleeveless and is more colorful and patterned,B008I2VXU8,dress
B00AQMT1IE,has a black top and yellow short skirt dress and has wider straps and is a white floral print.,B00BOZF4JW,dress
B007XAUG9U,is shorter and tighter and has much shorter bottom,B00CYR6WFO,dress
B008CFE9ES,more solid and shinier and is shinier and solid red,B0085FIDCE,dress
B00CRWO2Y4, no sleeves and blue in color and light color,B00CRWKZFO,dress
B007T9HN1Y,is longer and more black and is spaghetti strap and longer in length and less dressy,B00BC8O8X4,dress
B00BC0684O,has a halter strap and is shorter and is animal-like and more revealing,B006WQZBOG,dress
B0092MJJQ8,has a u shaped neckline and more free and is black and a lined,B0076OEANQ,dress
B00CA7RAZO,is short with long sleeves and is shorter and longer sleeves,B002SSUKU2,dress
B003Z99POK,is more modest with long sleeves and scarf and is darker and has longer sleeves,B004M6J946,dress
B00CE8UA42, and more form fitted and is black and white,B00E96MOW8,dress
B005Y8GCS2,Is less revealing with a blazer and  and longer,B0077D7PRE,dress
B004O76KAE, more pattern and has flowers on fabric and is longer,B008DS2W0C,dress
B00BN7FRGQ,A belted chevron mid length dress and has stripes and short sleeves,B008F1HO3W,dress
B007XS5ZUC,has shorter skirt and more cream colored and is form fitting,B00C61OQ10,dress
B00EPLZNXY,is grey in color. and has no print and a ruffled hem and no straps,B00D9SL5PY,dress
B006W1TYE4,is shorter and is brighter white in colour with shorter sleeves.,B00CXM8VEA,dress
B007WATY3K,is red with cut-out sleeves and is red with sleeves,B00FJIXNB6,dress
B00858IL9G,is shorter and sleeveless and is a solid white dressm fits firmly around the breasts,B006PDWNB0,dress
B008BMQ50S,this blue dress look too mature and has off shoulder and is black color,B004SC6INY,dress
B0063R8BIW,has straps and a black white and yellow pattern and is black with straps and multiple patterns,B00AGC268Q,dress
B00CC9W6Z4,has longer sleeves and dark shades with prints inside and  tan colored,B00EKTYVUC,dress
B008FRIFM0,is turqiouse and is in an off blue color.,B00BI3CQ8C,dress
B008DBP0C6,is a black and This dress is looking good,B0070YIF60,dress
B004O5HAUU,is orange with no sleeves and is orange and sleeveless,B007TYY9HA,dress
B0097J2ZRG,is pink and larger on the bottom and is pink with a train,B00C2N9MH0,dress
B009UZLGKY,is belted and open at the chest and has a tighter waist and shorter sleeves,B007Z0NT3S,dress
B00AU1U46O,is more pink and is shorter and is pink,B009FENAMC,dress
B009EO78KI,is shorter and has less lace and is grey with black bow,B0094GD29M,dress
B008DSLANW,is a short sleeve with only white collar and LONDON TIMES,B00B3IDVFE,dress
B00EXFP9N6,has a high-low hem and stripes and is striped with an asymmetrical hem,B008DF2EOO,dress
B008AEDVQS,has sleeves and a teal color and It is more blue with sleeves,B00901EA2E,dress
B009WU0Y4G,Is a lighter cream color and tan with no sheer material,B00BAY3QCE,dress
B006NU5T0W, black with white sports and is solid colored and shorter,B006NU77ES,dress
B00EY9KBUM,is solid purple with one strap on shoulder and is purple colored,B00DR7GMTG,dress
B00D5ODKOQ,is solid black with a v neck and red belt and tighter and tricolored,B008MMTNMY,dress
B003ZYMRAY,Is gold with pointy shoulders. and is black with accent white and is tighter.,B009HIVA2I,dress
B007Z3V8WO,is blue with short sleeves and has straps and is shorter,B007G3NEN4,dress
B008ZXTX84,is a dress with short sleeves and a v neck and is a skirt not a dress,B00BHSAXQU,dress
B00CJOFHXK,is more pink and is a brighter color,B00CBG4872,dress
B00COJ5X5M,has slits and is bright in color and more white with floral pattern,B00ARH0THA,dress
B0099PRZ82,belted and printed and has more buttons,B008RD7IPC,dress
B00B1TNWSG,is blue with short sleeves and Is more blue and has a v neck cut,B00BYNDWIO,dress
B00COAD77C,is more colorful and slimmer and is green and more casual.,B00CDZNKIY,dress
B00CMEN80Q,Is a solid cream color and is cream in color,B00BFF9U1Y,dress
B007IWZSWI,is a floral tank dress and  above the knee and fitted,B00C5TLSXC,dress
B006LFT3RY,has a collar and more zippers and has sleeves and a higher neckline,B00DIEV78E,dress
B004K8K1RU,is long bright and has a u shaped neck and is longer and white with spaghetti straps.,B00AX2SUU2,dress
B0099B3Z94,is teal and long and Longer and less pleated,B00B914NFC,dress
B0098NURY4,is brown and floral and is in black and peach.,B00EFJ5OJ4,dress
B00CTA0NEW,has no straps and is red with stripes at the bottom.,B009MB1LMO,dress
B00EZK65TQ,is identical and is the same,B0080E699O,dress
B00ADRIN72,is black and long without straps and  long sleeved and much shorter,B00849NUJM,dress
B00D84XGAG,is lighter and has longer sleeves and is long sleeve printed short dress,B00FF99QMO,dress
B00EO74Z0G,Is darker with long sleeves. and  more fitted and red,B009CMY9UY,dress
B004JU2BOK,brightly colored and shorter and is white with colored pattern,B007FPE0C2,dress
B007RTTXIW,has more print work and is floral pattern and more casual,B006MOS4M4,dress
B003GSLCHI,is shiny and is shiny gold and strapless,B005SOD10E,dress
B004XICMGA,is sexy and is black and lacy and is black with open back,B008J261E0,dress
B00686OEZW,has a high neck and three-quarter length sleeves and is darker with long sleeves,B0090LIABG,dress
B005EVNHD2,has a simpler pattern and short sleeves and is shorter,B003RRWD4O,dress
B00ATLEFAQ,has a much bigger and flowing bottom and Is strapless and sleeveless,B0091QU8J2,dress
B00AKEBVRC,is blue colored and more revealing and is strapless and a brighter color,B004PU28KQ,dress
B00BGSRVOI,is a v shaped neck dress and has no blue,B006NU73RO,dress
B00A7HGPOQ,is blue and black in color and is longer and bluer,B009VRTOG4,dress
B0087P1NK6,Is a strapless black dress with brown belt and black with thicker belt,B00AYZEIJ0,dress
B00CE91NDS,has no collar and is lighter in color and is printed and shorter,B004QGY51Y,dress
B000XU4QBG,is silver and is white satin with a halter neck,B000X1N2KQ,dress
B008ZB37EM,has a v shaped neck with sleeves and a purple toped dress and has more purple,B0078LJMUS,dress
B006MQT4BM,is darker and shorter and is a solid black color,B006VB28N4,dress
B00AWM6F8C,is white and is short and has no shoulder straps and a shorter skirt,B00AT9JBDE,dress
B0084ENJZC, with a solid orange jacket and Is solid faded pink in color.,B00BJMPM1A,dress
B008CQB4HC,is black and blue with short sleeves and is striped with blue and black,B0090JS8MO,dress
B00A2DDSM2,is blue with the same floral design and is blue,B00A2DDP66,dress
B008L8GPLQ,is a short pink dress and is light pink in color,B007EXQQK4,dress
B004OET1US,is red and strapless and is red and skimpier with feathers around the waist.,B009FID8JI,dress
B00B9143NY,is sexier and foxier and is black and long sleeved,B007GSEYGA,dress
B00D2CX1CW,is pink in color and has tassles at bottom and is more pink,B00CX8GYR0,dress
B00C1G849A,I want shorter dress length and no stripes and is in peach and a little shorter.,B00DBMI43O,dress
B00318COMU,is darker and longer and is darker in color,B004AM5JCS,dress
B006P127YU,Has a lace pattern and 3/4 sleeves. and is brown with sleeves,B005H7CLOO,dress
B00AE337U8,long sleeved short red dress and is longer sleeved and solid red color,B003ILMRTU,dress
B008LR38J4,is tighter at the bottom and is black with long sleeves,B008R9FD2G,dress
B0090JSKRW,is solid black and is darker in color,B00DM2FVOS,dress
B0087DQTCK,is longer and has shorter sleeves and  shinier,B0087DQ63C,dress
B009P8UO90,one shoulder short black dress and has no floral print.,B0058ZGB28,dress
B0074H8JR8,is white and shorter sleeves and is solid white and shorter,B0095G99DO,dress
B0058V5FNS,is purple with short sleves and is less sexual,B004HTS44E,dress
B007FP788K,is shorter in length and longer sleeves and  sleeveless,B007ZQI8QA,dress
B005N7HDAU,Lighter and not see through and  shinier,B006PBDPF0,dress
B009PYPGJW,black and white sleeveless animal print and is not as brightly colored,B004Q9T7YG,dress
B008N0L2DI,Is a short red a line dress. and is pink and purple striped and is much longer,B0099A1I12,dress
B008BWOC76,is sleeveless and has a black/red pattern and Is red and black,B009XIR152,dress
B007H9KZKM,Is a white lacy short dress and is more fitted and lighter,B004V2S8I4,dress
B001UL06P2,one shoulder short black dress and is darker,B0097B745M,dress
B005TD07GK,has white polka dots and sea green colored and has a white top and green bottom,B00GN6YR86,dress
